Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STRIPE BRASIL IP PRUDENCIAL (conglomerado); ;10;1;1;8;88;0;88;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUMUP IP (conglomerado); ;64;2;4;33;127;0;127;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUPERBID PAY IP (conglomerado); ;12;4;10;5;502092;502092;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SWAP IP (conglomerado); ;55;11;14;43;2549921;2544894;464783;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SWILE IP (conglomerado); ;19;2;6;6;24;24;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TODESCREDI S/A - CFI (conglomerado); ;7;0;0;9;47195;12;47183;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TRANSFEERA IP (conglomerado); ;17;13;12;19;2919;2919;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;49931906;TRIO INSTITUICAO DE PAGAMENTO LTDA.; ;13;0;0;7;165;165;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;35542555;UNLIMIT BRASIL INSTITUICAO DE PAGAMENTO LTDA; ;9;1;5;2;1;0;1;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;V3 IP (conglomerado); ;4;4;2;10;39203;39203;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VALOR CFI (conglomerado); ;25;6;9;17;37904;3;37901;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VIA CERTA CFI (conglomerado); ;20;0;0;17;251546;738;250822;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;35858847;VIATECH BANK PROCESSADORA DE PAGAMENTO LTDA; ;4;0;0;1;54;54;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLKSWAGEN (conglomerado);197,55;504;71;117;307;590017;304;589842;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLVO (conglomerado); ;5;1;1;5;9080;41;9043;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOTORANTIM (conglomerado);53,95;2996;237;536;1329;9938442;7653459;3774590;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WE PAY OUT IP (conglomerado); ;4;2;2;5;441;441;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WESTERN UNION (conglomerado); ;7;2;2;6;4;4;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WISE BRASIL CC (conglomerado);10,92;120;37;46;96;4233530;4233530;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WOOVI IP (conglomerado); ;15;3;6;7;1832;1832;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;XP (conglomerado);27,83;844;105;185;479;6646687;6644417;1173653;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;105;5;8;68;262421;283;262176;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;Z1 INSTITUIÇÃO DE PAGAMENTO (conglomerado); ;12;2;6;4;0;0;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ZEMA CFI (conglomerado);135,07;146;34;46;109;337151;41947;312960;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ZERO IP (conglomerado); ;15;1;4;4;40825;40825;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ZOOP TECNOLOGIA IP (conglomerado); ;92;25;28;81;998447;998445;2;
